text,label
"This vector is postulated to be normalized under the Hilbert space inner product, that is, it obeys 
  
    
      
        ⟨
        ψ
        ,
        ψ
        ⟩
        =
        1
      
    
    {\displaystyle \langle \psi ,\psi \rangle =1}
  
, and it is well-defined up to a complex number of modulus 1 (the global phase), that is, 
  
    
      
        ψ
      
    
    {\displaystyle \psi }
  
 and 
  
    
      
        
          e
          
            i
            α
          
        
        ψ
      
    
    {\displaystyle e^{i\alpha }\psi }
  
 represent the same physical system",Quantum Mechanics
"In other words, the possible states are points in the projective space of a Hilbert space, usually called the complex projective space",Quantum Mechanics
"The exact nature of this Hilbert space is dependent on the system – for example, for describing position and momentum the Hilbert space is the space of complex square-integrable functions 
  
    
      
        
          L
          
            2
          
        
        (
        
          C
        
        )
      
    
    {\displaystyle L^{2}(\mathbb {C} )}
  
, while the Hilbert space for the spin of a single proton is simply the space of two-dimensional complex vectors 
  
    
      
        
          
            C
          
          
            2
          
        
      
    
    {\displaystyle \mathbb {C} ^{2}}
  
 with the usual inner product.
Physical quantities of interest – position, momentum, energy, spin – are represented by observables, which are Hermitian (more precisely, self-adjoint) linear operators acting on the Hilbert space",Quantum Mechanics
"A quantum state can be an eigenvector of an observable, in which case it is called an eigenstate, and the associated eigenvalue corresponds to the value of the observable in that eigenstate",Quantum Mechanics
"More generally, a quantum state will be a linear combination of the eigenstates, known as a quantum superposition",Quantum Mechanics
"When an observable is measured, the result will be one of its eigenvalues with probability given by the Born rule: in the simplest case the eigenvalue 
  
    
      
        λ
      
    
    {\displaystyle \lambda }
  
 is non-degenerate and the probability is given by 
  
    
      
        
          |
        
        ⟨
        
          
            
              λ
              →
            
          
        
        ,
        ψ
        ⟩
        
          
            |
          
          
            2
          
        
      
    
    {\displaystyle |\langle {\vec {\lambda }},\psi \rangle |^{2}}
  
, where 
  
    
      
        
          
            
              λ
              →
            
          
        
      
    
    {\displaystyle {\vec {\lambda }}}
  
 is its associated eigenvector",Quantum Mechanics
"More generally, the eigenvalue is degenerate and the probability is given by 
  
    
      
        ⟨
        ψ
        ,
        
          P
          
            λ
          
        
        ψ
        ⟩
      
    
    {\displaystyle \langle \psi ,P_{\lambda }\psi \rangle }
  
, where 
  
    
      
        
          P
          
            λ
          
        
      
    
    {\displaystyle P_{\lambda }}
  
 is the projector onto its associated eigenspace",Quantum Mechanics
"In the continuous case, these formulas give instead the probability density.
After the measurement, if result 
  
    
      
        λ
      
    
    {\displaystyle \lambda }
  
 was obtained, the quantum state is postulated to collapse to 
  
    
      
        
          
            
              λ
              →
            
          
        
      
    
    {\displaystyle {\vec {\lambda }}}
  
, in the non-degenerate case, or to 
  
    
      
        
          P
          
            λ
          
        
        ψ
        
          
            /
          
        
        
        
          
            ⟨
            ψ
            ,
            
              P
              
                λ
              
            
            ψ
            ⟩
          
        
      
    
    {\textstyle P_{\lambda }\psi {\big /}\!{\sqrt {\langle \psi ,P_{\lambda }\psi \rangle }}}
  
, in the general case",Quantum Mechanics
The probabilistic nature of quantum mechanics thus stems from the act of measurement,Quantum Mechanics
This is one of the most difficult aspects of quantum systems to understand,Quantum Mechanics
"It was the central topic in the famous Bohr–Einstein debates, in which the two scientists attempted to clarify these fundamental principles by way of thought experiments",Quantum Mechanics
"In the decades after the formulation of quantum mechanics, the question of what constitutes a ""measurement"" has been extensively studied",Quantum Mechanics
"Newer interpretations of quantum mechanics have been formulated that do away with the concept of ""wave function collapse"" (see, for example, the many-worlds interpretation)",Quantum Mechanics
"The basic idea is that when a quantum system interacts with a measuring apparatus, their respective wave functions become entangled so that the original quantum system ceases to exist as an independent entity (see Measurement in quantum mechanics).


=== Time evolution of a quantum state ===
The time evolution of a quantum state is described by the Schrödinger equation:

  
    
      
        i
        ℏ
        
          
            ∂
            
              ∂
              t
            
          
        
        ψ
        (
        t
        )
        =
        H
        ψ
        (
        t
        )
        .
      
    
    {\displaystyle i\hbar {\frac {\partial }{\partial t}}\psi (t)=H\psi (t).}
  

Here 
  
    
      
        H
      
    
    {\displaystyle H}
  
 denotes the Hamiltonian, the observable corresponding to the total energy of the system, and 
  
    
      
        ℏ
      
    
    {\displaystyle \hbar }
  
 is the reduced Planck constant",Quantum Mechanics
"The constant 
  
    
      
        i
        ℏ
      
    
    {\displaystyle i\hbar }
  
 is introduced so that the Hamiltonian is reduced to the classical Hamiltonian in cases where the quantum system can be approximated by a classical system; the ability to make such an approximation in certain limits is called the correspondence principle.
The solution of this differential equation is given by

  
    
      
        ψ
        (
        t
        )
        =
        
          e
          
            −
            i
            H
            t
            
              /
            
            ℏ
          
        
        ψ
        (
        0
        )
        .
      
    
    {\displaystyle \psi (t)=e^{-iHt/\hbar }\psi (0).}
  

The operator 
  
    
      
        U
        (
        t
        )
        =
        
          e
          
            −
            i
            H
            t
            
              /
            
            ℏ
          
        
      
    
    {\displaystyle U(t)=e^{-iHt/\hbar }}
  
 is known as the time-evolution operator, and has the crucial property that it is unitary",Quantum Mechanics
"This time evolution is deterministic in the sense that – given an initial quantum state 
  
    
      
        ψ
        (
        0
        )
      
    
    {\displaystyle \psi (0)}
  
 – it makes a definite prediction of what the quantum state 
  
    
      
        ψ
        (
        t
        )
      
    
    {\displaystyle \psi (t)}
  
 will be at any later time.

Some wave functions produce probability distributions that are independent of time, such as eigenstates of the Hamiltonian.: 133–137  Many systems that are treated dynamically in classical mechanics are described by such ""static"" wave functions",Quantum Mechanics
"For example, a single electron in an unexcited atom is pictured classically as a particle moving in a circular trajectory around the atomic nucleus, whereas in quantum mechanics, it is described by a static wave function surrounding the nucleus",Quantum Mechanics
"For example, the electron wave function for an unexcited hydrogen atom is a spherically symmetric function known as an s orbital (Fig",Quantum Mechanics
"1).
Analytic solutions of the Schrödinger equation are known for very few relatively simple model Hamiltonians including the quantum harmonic oscillator, the particle in a box, the dihydrogen cation, and the hydrogen atom",Quantum Mechanics
"Even the helium atom – which contains just two electrons – has defied all attempts at a fully analytic treatment, admitting no solution in closed form.
However, there are techniques for finding approximate solutions",Quantum Mechanics
"One method, called perturbation theory, uses the analytic result for a simple quantum mechanical model to create a result for a related but more complicated model by (for example) the addition of a weak potential energy.: 793  Another approximation method applies to systems for which quantum mechanics produces only small deviations from classical behavior",Quantum Mechanics
"These deviations can then be computed based on the classical motion.: 849 


=== Uncertainty principle ===
One consequence of the basic quantum formalism is the uncertainty principle",Quantum Mechanics
"In its most familiar form, this states that no preparation of a quantum particle can imply simultaneously precise predictions both for a measurement of its position and for a measurement of its momentum",Quantum Mechanics
"Both position and momentum are observables, meaning that they are represented by Hermitian operators",Quantum Mechanics
"The position operator 
  
    
      
        
          
            
              X
              ^
            
          
        
      
    
    {\displaystyle {\hat {X}}}
  
 and momentum operator 
  
    
      
        
          
            
              P
              ^
            
          
        
      
    
    {\displaystyle {\hat {P}}}
  
 do not commute, but rather satisfy the canonical commutation relation:

  
    
      
        [
        
          
            
              X
              ^
            
          
        
        ,
        
          
            
              P
              ^
            
          
        
        ]
        =
        i
        ℏ
        .
      
    
    {\displaystyle [{\hat {X}},{\hat {P}}]=i\hbar .}
  

Given a quantum state, the Born rule lets us compute expectation values for both 
  
    
      
        X
      
    
    {\displaystyle X}
  
 and 
  
    
      
        P
      
    
    {\displaystyle P}
  
, and moreover for powers of them",Quantum Mechanics
"Defining the uncertainty for an observable by a standard deviation, we have

  
    
      
        
          σ
          
            X
          
        
        =
        
          
            
              
                
                  ⟨
                  
                    X
                    
                      2
                    
                  
                  ⟩
                
                −
                
                  
                    ⟨
                    X
                    ⟩
                  
                  
                    2
                  
                
              
            
          
        
        ,
      
    
    {\displaystyle \sigma _{X}={\textstyle {\sqrt {\left\langle X^{2}\right\rangle -\left\langle X\right\rangle ^{2}}}},}
  

and likewise for the momentum:

  
    
      
        
          σ
          
            P
          
        
        =
        
          
            
              ⟨
              
                P
                
                  2
                
              
              ⟩
            
            −
            
              
                ⟨
                P
                ⟩
              
              
                2
              
            
          
        
        .
      
    
    {\displaystyle \sigma _{P}={\sqrt {\left\langle P^{2}\right\rangle -\left\langle P\right\rangle ^{2}}}.}
  

The uncertainty principle states that

  
    
      
        
          σ
          
            X
          
        
        
          σ
          
            P
          
        
        ≥
        
          
            ℏ
            2
          
        
        .
      
    
    {\displaystyle \sigma _{X}\sigma _{P}\geq {\frac {\hbar }{2}}.}
  

Either standard deviation can in principle be made arbitrarily small, but not both simultaneously",Quantum Mechanics
"This inequality generalizes to arbitrary pairs of self-adjoint operators 
  
    
      
        A
      
    
    {\displaystyle A}
  
 and 
  
    
      
        B
      
    
    {\displaystyle B}
  
",Quantum Mechanics
"The commutator of these two operators is

  
    
      
        [
        A
        ,
        B
        ]
        =
        A
        B
        −
        B
        A
        ,
      
    
    {\displaystyle [A,B]=AB-BA,}
  

and this provides the lower bound on the product of standard deviations:

  
    
      
        
          σ
          
            A
          
        
        
          σ
          
            B
          
        
        ≥
        
          
            
              1
              2
            
          
        
        
          |
          
            
              
                ⟨
              
            
            [
            A
            ,
            B
            ]
            
              
                ⟩
              
            
          
          |
        
        .
      
    
    {\displaystyle \sigma _{A}\sigma _{B}\geq {\tfrac {1}{2}}\left|{\bigl \langle }[A,B]{\bigr \rangle }\right|.}
  

Another consequence of the canonical commutation relation is that the position and momentum operators are Fourier transforms of each other, so that a description of an object according to its momentum is the Fourier transform of its description according to its position",Quantum Mechanics
"The fact that dependence in momentum is the Fourier transform of the dependence in position means that the momentum operator is equivalent (up to an 
  
    
      
        i
        
          /
        
        ℏ
      
    
    {\displaystyle i/\hbar }
  
 factor) to taking the derivative according to the position, since in Fourier analysis differentiation corresponds to multiplication in the dual space",Quantum Mechanics
"This is why in quantum equations in position space, the momentum 
  
    
      
        
          p
          
            i
          
        
      
    
    {\displaystyle p_{i}}
  
 is replaced by 
  
    
      
        −
        i
        ℏ
        
          
            ∂
            
              ∂
              x
            
          
        
      
    
    {\displaystyle -i\hbar {\frac {\partial }{\partial x}}}
  
, and in particular in the non-relativistic Schrödinger equation in position space the momentum-squared term is replaced with a Laplacian times 
  
    
      
        −
        
          ℏ
          
            2
          
        
      
    
    {\displaystyle -\hbar ^{2}}
  
.


=== Composite systems and entanglement ===
When two different quantum systems are considered together, the Hilbert space of the combined system is the tensor product of the Hilbert spaces of the two components",Quantum Mechanics
"For example, let A and B be two quantum systems, with Hilbert spaces 
  
    
      
        
          
            
              H
            
          
          
            A
          
        
      
    
    {\displaystyle {\mathcal {H}}_{A}}
  
 and 
  
    
      
        
          
            
              H
            
          
          
            B
          
        
      
    
    {\displaystyle {\mathcal {H}}_{B}}
  
, respectively",Quantum Mechanics
"The Hilbert space of the composite system is then

  
    
      
        
          
            
              H
            
          
          
            A
            B
          
        
        =
        
          
            
              H
            
          
          
            A
          
        
        ⊗
        
          
            
              H
            
          
          
            B
          
        
        .
      
    
    {\displaystyle {\mathcal {H}}_{AB}={\mathcal {H}}_{A}\otimes {\mathcal {H}}_{B}.}
  

If the state for the first system is the vector 
  
    
      
        
          ψ
          
            A
          
        
      
    
    {\displaystyle \psi _{A}}
  
 and the state for the second system is 
  
    
      
        
          ψ
          
            B
          
        
      
    
    {\displaystyle \psi _{B}}
  
, then the state of the composite system is

  
    
      
        
          ψ
          
            A
          
        
        ⊗
        
          ψ
          
            B
          
        
        .
      
    
    {\displaystyle \psi _{A}\otimes \psi _{B}.}
  

Not all states in the joint Hilbert space 
  
    
      
        
          
            
              H
            
          
          
            A
            B
          
        
      
    
    {\displaystyle {\mathcal {H}}_{AB}}
  
 can be written in this form, however, because the superposition principle implies that linear combinations of these ""separable"" or ""product states"" are also valid",Quantum Mechanics
"For example, if 
  
    
      
        
          ψ
          
            A
          
        
      
    
    {\displaystyle \psi _{A}}
  
 and 
  
    
      
        
          ϕ
          
            A
          
        
      
    
    {\displaystyle \phi _{A}}
  
 are both possible states for system 
  
    
      
        A
      
    
    {\displaystyle A}
  
, and likewise 
  
    
      
        
          ψ
          
            B
          
        
      
    
    {\displaystyle \psi _{B}}
  
 and 
  
    
      
        
          ϕ
          
            B
          
        
      
    
    {\displaystyle \phi _{B}}
  
 are both possible states for system 
  
    
      
        B
      
    
    {\displaystyle B}
  
, then

  
    
      
        
          
            
              1
              
                2
              
            
          
        
        
          (
          
            
              ψ
              
                A
              
            
            ⊗
            
              ψ
              
                B
              
            
            +
            
              ϕ
              
                A
              
            
            ⊗
            
              ϕ
              
                B
              
            
          
          )
        
      
    
    {\displaystyle {\tfrac {1}{\sqrt {2}}}\left(\psi _{A}\otimes \psi _{B}+\phi _{A}\otimes \phi _{B}\right)}
  

is a valid joint state that is not separable",Quantum Mechanics
"States that are not separable are called entangled.
If the state for a composite system is entangled, it is impossible to describe either component system A or system B by a state vector",Quantum Mechanics
One can instead define reduced density matrices that describe the statistics that can be obtained by making measurements on either component system alone,Quantum Mechanics
"This necessarily causes a loss of information, though: knowing the reduced density matrices of the individual systems is not enough to reconstruct the state of the composite system",Quantum Mechanics
"Just as density matrices specify the state of a subsystem of a larger system, analogously, positive operator-valued measures (POVMs) describe the effect on a subsystem of a measurement performed on a larger system",Quantum Mechanics
"POVMs are extensively used in quantum information theory.
As described above, entanglement is a key feature of models of measurement processes in which an apparatus becomes entangled with the system being measured",Quantum Mechanics
"Systems interacting with the environment in which they reside generally become entangled with that environment, a phenomenon known as quantum decoherence",Quantum Mechanics
"This can explain why, in practice, quantum effects are difficult to observe in systems larger than microscopic.


=== Equivalence between formulations ===
There are many mathematically equivalent formulations of quantum mechanics",Quantum Mechanics
"One of the oldest and most common is the ""transformation theory"" proposed by Paul Dirac, which unifies and generalizes the two earliest formulations of quantum mechanics – matrix mechanics (invented by Werner Heisenberg) and wave mechanics (invented by Erwin Schrödinger)",Quantum Mechanics
"An alternative formulation of quantum mechanics is Feynman's path integral formulation, in which a quantum-mechanical amplitude is considered as a sum over all possible classical and non-classical paths between the initial and final states",Quantum Mechanics
"This is the quantum-mechanical counterpart of the action principle in classical mechanics.


=== Symmetries and conservation laws ===

The Hamiltonian 
  
    
      
        H
      
    
    {\displaystyle H}
  
 is known as the generator of time evolution, since it defines a unitary time-evolution operator 
  
    
      
        U
        (
        t
        )
        =
        
          e
          
            −
            i
            H
            t
            
              /
            
            ℏ
          
        
      
    
    {\displaystyle U(t)=e^{-iHt/\hbar }}
  
 for each value of 
  
    
      
        t
      
    
    {\displaystyle t}
  
",Quantum Mechanics
"From this relation between 
  
    
      
        U
        (
        t
        )
      
    
    {\displaystyle U(t)}
  
 and 
  
    
      
        H
      
    
    {\displaystyle H}
  
, it follows that any observable 
  
    
      
        A
      
    
    {\displaystyle A}
  
 that commutes with 
  
    
      
        H
      
    
    {\displaystyle H}
  
 will be conserved: its expectation value will not change over time.: 471  This statement generalizes, as mathematically, any Hermitian operator 
  
    
      
        A
      
    
    {\displaystyle A}
  
 can generate a family of unitary operators parameterized by a variable 
  
    
      
        t
      
    
    {\displaystyle t}
  
",Quantum Mechanics
"Under the evolution generated by 
  
    
      
        A
      
    
    {\displaystyle A}
  
, any observable 
  
    
      
        B
      
    
    {\displaystyle B}
  
 that commutes with 
  
    
      
        A
      
    
    {\displaystyle A}
  
 will be conserved",Quantum Mechanics
"Moreover, if 
  
    
      
        B
      
    
    {\displaystyle B}
  
 is conserved by evolution under 
  
    
      
        A
      
    
    {\displaystyle A}
  
, then 
  
    
      
        A
      
    
    {\displaystyle A}
  
 is conserved under the evolution generated by 
  
    
      
        B
      
    
    {\displaystyle B}
  
",Quantum Mechanics
"This implies a quantum version of the result proven by Emmy Noether in classical (Lagrangian) mechanics: for every differentiable symmetry of a Hamiltonian, there exists a corresponding conservation law.


== Examples ==


=== Free particle ===

The simplest example of a quantum system with a position degree of freedom is a free particle in a single spatial dimension",Quantum Mechanics
"A free particle is one which is not subject to external influences, so that its Hamiltonian consists only of its kinetic energy:

  
    
      
        H
        =
        
          
            1
            
              2
              m
            
          
        
        
          P
          
            2
          
        
        =
        −
        
          
            
              ℏ
              
                2
              
            
            
              2
              m
            
          
        
        
          
            
              d
              
                2
              
            
            
              d
              
                x
                
                  2
                
              
            
          
        
        .
      
    
    {\displaystyle H={\frac {1}{2m}}P^{2}=-{\frac {\hbar ^{2}}{2m}}{\frac {d^{2}}{dx^{2}}}.}
  

The general solution of the Schrödinger equation is given by

  
    
      
        ψ
        (
        x
        ,
        t
        )
        =
        
          
            1
            
              2
              π
            
          
        
        
          ∫
          
            −
            ∞
          
          
            ∞
          
        
        
          
            
              ψ
              ^
            
          
        
        (
        k
        ,
        0
        )
        
          e
          
            i
            (
            k
            x
            −
            
              
                
                  ℏ
                  
                    k
                    
                      2
                    
                  
                
                
                  2
                  m
                
              
            
            t
            )
          
        
        
          d
        
        k
        ,
      
    
    {\displaystyle \psi (x,t)={\frac {1}{\sqrt {2\pi }}}\int _{-\infty }^{\infty }{\hat {\psi }}(k,0)e^{i(kx-{\frac {\hbar k^{2}}{2m}}t)}\mathrm {d} k,}
  

which is a superposition of all possible plane waves 
  
    
      
        
          e
          
            i
            (
            k
            x
            −
            
              
                
                  ℏ
                  
                    k
                    
                      2
                    
                  
                
                
                  2
                  m
                
              
            
            t
            )
          
        
      
    
    {\displaystyle e^{i(kx-{\frac {\hbar k^{2}}{2m}}t)}}
  
, which are eigenstates of the momentum operator with momentum 
  
    
      
        p
        =
        ℏ
        k
      
    
    {\displaystyle p=\hbar k}
  
",Quantum Mechanics
"The coefficients of the superposition are 
  
    
      
        
          
            
              ψ
              ^
            
          
        
        (
        k
        ,
        0
        )
      
    
    {\displaystyle {\hat {\psi }}(k,0)}
  
, which is the Fourier transform of the initial quantum state 
  
    
      
        ψ
        (
        x
        ,
        0
        )
      
    
    {\displaystyle \psi (x,0)}
  
.
It is not possible for the solution to be a single momentum eigenstate, or a single position eigenstate, as these are not normalizable quantum states",Quantum Mechanics
"Instead, we can consider a Gaussian wave packet:

  
    
      
        ψ
        (
        x
        ,
        0
        )
        =
        
          
            1
            
              
                π
                a
              
              
                4
              
            
          
        
        
          e
          
            −
            
              
                
                  x
                  
                    2
                  
                
                
                  2
                  a
                
              
            
          
        
      
    
    {\displaystyle \psi (x,0)={\frac {1}{\sqrt[{4}]{\pi a}}}e^{-{\frac {x^{2}}{2a}}}}
  

which has Fourier transform, and therefore momentum distribution

  
    
      
        
          
            
              ψ
              ^
            
          
        
        (
        k
        ,
        0
        )
        =
        
          
            
              a
              π
            
            
              4
            
          
        
        
          e
          
            −
            
              
                
                  a
                  
                    k
                    
                      2
                    
                  
                
                2
              
            
          
        
        .
      
    
    {\displaystyle {\hat {\psi }}(k,0)={\sqrt[{4}]{\frac {a}{\pi }}}e^{-{\frac {ak^{2}}{2}}}.}
  

We see that as we make 
  
    
      
        a
      
    
    {\displaystyle a}
  
 smaller the spread in position gets smaller, but the spread in momentum gets larger",Quantum Mechanics
"Conversely, by making 
  
    
      
        a
      
    
    {\displaystyle a}
  
 larger we make the spread in momentum smaller, but the spread in position gets larger",Quantum Mechanics
"This illustrates the uncertainty principle.
As we let the Gaussian wave packet evolve in time, we see that its center moves through space at a constant velocity (like a classical particle with no forces acting on it)",Quantum Mechanics
"However, the wave packet will also spread out as time progresses, which means that the position becomes more and more uncertain",Quantum Mechanics
"The uncertainty in momentum, however, stays constant.


=== Particle in a box ===

The particle in a one-dimensional potential energy box is the most mathematically simple example where restraints lead to the quantization of energy levels",Quantum Mechanics
"The box is defined as having zero potential energy everywhere inside a certain region, and therefore infinite potential energy everywhere outside that region.: 77–78  For the one-dimensional case in the 
  
    
      
        x
      
    
    {\displaystyle x}
  
 direction, the time-independent Schrödinger equation may be written

  
    
      
        −
        
          
            
              ℏ
              
                2
              
            
            
              2
              m
            
          
        
        
          
            
              
                d
                
                  2
                
              
              ψ
            
            
              d
              
                x
                
                  2
                
              
            
          
        
        =
        E
        ψ
        .
      
    
    {\displaystyle -{\frac {\hbar ^{2}}{2m}}{\frac {d^{2}\psi }{dx^{2}}}=E\psi .}
  

With the differential operator defined by

  
    
      
        
          
            
              
                p
                ^
              
            
          
          
            x
          
        
        =
        −
        i
        ℏ
        
          
            d
            
              d
              x
            
          
        
      
    
    {\displaystyle {\hat {p}}_{x}=-i\hbar {\frac {d}{dx}}}
  
the previous equation is evocative of the classic kinetic energy analogue,

  
    
      
        
          
            1
            
              2
              m
            
          
        
        
          
            
              
                p
                ^
              
            
          
          
            x
          
          
            2
          
        
        =
        E
        ,
      
    
    {\displaystyle {\frac {1}{2m}}{\hat {p}}_{x}^{2}=E,}
  

with state 
  
    
      
        ψ
      
    
    {\displaystyle \psi }
  
 in this case having energy 
  
    
      
        E
      
    
    {\displaystyle E}
  
 coincident with the kinetic energy of the particle.
The general solutions of the Schrödinger equation for the particle in a box are

  
    
      
        ψ
        (
        x
        )
        =
        A
        
          e
          
            i
            k
            x
          
        
        +
        B
        
          e
          
            −
            i
            k
            x
          
        
        
        
        E
        =
        
          
            
              
                ℏ
                
                  2
                
              
              
                k
                
                  2
                
              
            
            
              2
              m
            
          
        
      
    
    {\displaystyle \psi (x)=Ae^{ikx}+Be^{-ikx}\qquad \qquad E={\frac {\hbar ^{2}k^{2}}{2m}}}
  

or, from Euler's formula,

  
    
      
        ψ
        (
        x
        )
        =
        C
        sin
        ⁡
        (
        k
        x
        )
        +
        D
        cos
        ⁡
        (
        k
        x
        )
        .
        
      
    
    {\displaystyle \psi (x)=C\sin(kx)+D\cos(kx).\!}
  

The infinite potential walls of the box determine the values of 
  
    
      
        C
        ,
        D
        ,
      
    
    {\displaystyle C,D,}
  
 and 
  
    
      
        k
      
    
    {\displaystyle k}
  
 at 
  
    
      
        x
        =
        0
      
    
    {\displaystyle x=0}
  
 and 
  
    
      
        x
        =
        L
      
    
    {\displaystyle x=L}
  
 where 
  
    
      
        ψ
      
    
    {\displaystyle \psi }
  
 must be zero",Quantum Mechanics
